"","x"
"ENSMUSG00000023885",123
"ENSMUSG00000023886",0
"ENSMUSG00000023892",3745
"ENSMUSG00000023902",2
"ENSMUSG00000023903",0
"ENSMUSG00000023904",2631
"ENSMUSG00000023905",1046
"ENSMUSG00000023906",0
"ENSMUSG00000023908",10053
"ENSMUSG00000023909",617
"ENSMUSG00000023911",23
"ENSMUSG00000023912",416
"ENSMUSG00000023913",0
"ENSMUSG00000023914",0
"ENSMUSG00000023915",10845
"ENSMUSG00000023918",6
"ENSMUSG00000023919",7385
"ENSMUSG00000023921",5736
"ENSMUSG00000023923",17812
"ENSMUSG00000023926",0
"ENSMUSG00000023927",7794
"ENSMUSG00000023930",1
"ENSMUSG00000023931",4
"ENSMUSG00000023932",16284
"ENSMUSG00000023935",136
"ENSMUSG00000023938",3840
"ENSMUSG00000023939",6952
"ENSMUSG00000023940",9159
"ENSMUSG00000023942",23202
"ENSMUSG00000023943",0
"ENSMUSG00000023944",622873
"ENSMUSG00000023945",4
"ENSMUSG00000023947",1547
"ENSMUSG00000023949",0
"ENSMUSG00000023951",3415
"ENSMUSG00000023952",5771
"ENSMUSG00000023953",3761
"ENSMUSG00000023959",312
"ENSMUSG00000023960",62
"ENSMUSG00000023961",2816
"ENSMUSG00000023963",118
"ENSMUSG00000023964",1
"ENSMUSG00000023965",7084
"ENSMUSG00000023966",1751
"ENSMUSG00000023967",10203
"ENSMUSG00000023968",3
"ENSMUSG00000023971",4889
"ENSMUSG00000023972",4036
"ENSMUSG00000023973",19207
"ENSMUSG00000023977",36226
"ENSMUSG00000023978",6
"ENSMUSG00000023979",214
"ENSMUSG00000023980",3061
"ENSMUSG00000023982",4585
"ENSMUSG00000023984",634
"ENSMUSG00000023987",2
"ENSMUSG00000023988",8095
"ENSMUSG00000023990",717
"ENSMUSG00000023991",3579
"ENSMUSG00000023992",0
"ENSMUSG00000023993",4
"ENSMUSG00000023994",10826
"ENSMUSG00000023995",1
"ENSMUSG00000023999",1
"ENSMUSG00000024002",34288
"ENSMUSG00000024006",15157
"ENSMUSG00000024007",17922
"ENSMUSG00000024008",263
"ENSMUSG00000024011",1562
"ENSMUSG00000024012",26381
"ENSMUSG00000024013",5294
"ENSMUSG00000024014",921
"ENSMUSG00000024018",1921
"ENSMUSG00000024019",1353
"ENSMUSG00000024026",4982
"ENSMUSG00000024027",0
"ENSMUSG00000024028",0
"ENSMUSG00000024029",0
"ENSMUSG00000024030",9203
"ENSMUSG00000024032",1
"ENSMUSG00000024033",12
"ENSMUSG00000024034",2158
"ENSMUSG00000024036",2711
"ENSMUSG00000024037",10013
"ENSMUSG00000024038",11220
"ENSMUSG00000024039",168
"ENSMUSG00000024041",0
"ENSMUSG00000024042",3309
"ENSMUSG00000024043",0
"ENSMUSG00000024044",38
"ENSMUSG00000024045",16593
"ENSMUSG00000024048",26755
"ENSMUSG00000024049",73
"ENSMUSG00000024050",8837
"ENSMUSG00000024052",10372
"ENSMUSG00000024053",6790
"ENSMUSG00000024054",35134
"ENSMUSG00000024055",2721
"ENSMUSG00000024056",11336
"ENSMUSG00000024059",8
"ENSMUSG00000024063",772
"ENSMUSG00000024064",13620
"ENSMUSG00000024065",58
"ENSMUSG00000024066",72
"ENSMUSG00000024067",16446
"ENSMUSG00000024068",8549
"ENSMUSG00000024069",4161
"ENSMUSG00000024070",19990
"ENSMUSG00000024072",7663
"ENSMUSG00000024073",81057
"ENSMUSG00000024074",4051
"ENSMUSG00000024076",202
"ENSMUSG00000024077",9907
"ENSMUSG00000024078",12274
"ENSMUSG00000024079",6335
"ENSMUSG00000024081",18950
"ENSMUSG00000024082",7078
"ENSMUSG00000024083",7554
"ENSMUSG00000024084",59
"ENSMUSG00000024085",11540
"ENSMUSG00000024087",0
"ENSMUSG00000024088",2
"ENSMUSG00000024091",25114
"ENSMUSG00000024095",11264
"ENSMUSG00000024096",11170
"ENSMUSG00000024097",70645
"ENSMUSG00000024098",6971
"ENSMUSG00000024099",31879
"ENSMUSG00000024101",3506
"ENSMUSG00000024104",12542
"ENSMUSG00000024105",1
"ENSMUSG00000024107",0
"ENSMUSG00000024109",480
"ENSMUSG00000024112",13
"ENSMUSG00000024114",0
"ENSMUSG00000024116",0
"ENSMUSG00000024118",3553
"ENSMUSG00000024120",21106
"ENSMUSG00000024121",2813
"ENSMUSG00000024122",13034
"ENSMUSG00000024124",0
"ENSMUSG00000024125",0
"ENSMUSG00000024127",4331
"ENSMUSG00000024128",0
"ENSMUSG00000024130",5564
"ENSMUSG00000024131",134
"ENSMUSG00000024132",12095
"ENSMUSG00000024134",0
"ENSMUSG00000024135",6346
"ENSMUSG00000024136",110
"ENSMUSG00000024137",4785
"ENSMUSG00000024140",132
"ENSMUSG00000024142",3268
"ENSMUSG00000024143",7005
"ENSMUSG00000024145",1983
"ENSMUSG00000024146",15044
"ENSMUSG00000024150",17993
"ENSMUSG00000024151",28818
"ENSMUSG00000024154",0
"ENSMUSG00000024155",9
"ENSMUSG00000024158",6687
"ENSMUSG00000024160",956
"ENSMUSG00000024163",15263
"ENSMUSG00000024164",81
"ENSMUSG00000024165",22260
"ENSMUSG00000024168",219
"ENSMUSG00000024169",5182
"ENSMUSG00000024170",9292
"ENSMUSG00000024171",0
"ENSMUSG00000024172",0
"ENSMUSG00000024173",0
"ENSMUSG00000024174",3652
"ENSMUSG00000024175",0
"ENSMUSG00000024176",7
"ENSMUSG00000024177",12098
"ENSMUSG00000024180",539
"ENSMUSG00000024181",18657
"ENSMUSG00000024182",9232
"ENSMUSG00000024184",9
"ENSMUSG00000024186",412
"ENSMUSG00000024187",1406
"ENSMUSG00000024188",32531
"ENSMUSG00000024190",1660
"ENSMUSG00000024191",6798
"ENSMUSG00000024193",496
"ENSMUSG00000024194",14182
"ENSMUSG00000024197",6807
"ENSMUSG00000024201",6901
"ENSMUSG00000024205",116
"ENSMUSG00000024206",1072
"ENSMUSG00000024207",12
"ENSMUSG00000024208",9798
"ENSMUSG00000024209",108
"ENSMUSG00000024210",0
"ENSMUSG00000024211",3
"ENSMUSG00000024212",6160
"ENSMUSG00000024213",11624
"ENSMUSG00000024215",2
"ENSMUSG00000024217",2654
"ENSMUSG00000024218",5209
"ENSMUSG00000024219",23839
"ENSMUSG00000024220",7927
"ENSMUSG00000024222",13828
"ENSMUSG00000024223",0
"ENSMUSG00000024224",0
"ENSMUSG00000024225",0
"ENSMUSG00000024227",0
"ENSMUSG00000024228",125
"ENSMUSG00000024231",13620
"ENSMUSG00000024232",4216
"ENSMUSG00000024233",0
"ENSMUSG00000024234",10588
"ENSMUSG00000024235",223
"ENSMUSG00000024236",218
"ENSMUSG00000024238",12175
"ENSMUSG00000024240",5617
"ENSMUSG00000024241",6555
"ENSMUSG00000024242",852
"ENSMUSG00000024245",0
"ENSMUSG00000024246",2360
"ENSMUSG00000024247",848
"ENSMUSG00000024248",13925
"ENSMUSG00000024251",17734
"ENSMUSG00000024253",4519
"ENSMUSG00000024254",1
"ENSMUSG00000024256",0
"ENSMUSG00000024258",9988
"ENSMUSG00000024259",10232
"ENSMUSG00000024260",19988
"ENSMUSG00000024261",0
"ENSMUSG00000024266",0
"ENSMUSG00000024268",275
"ENSMUSG00000024269",7938
"ENSMUSG00000024270",26074
"ENSMUSG00000024271",33056
"ENSMUSG00000024273",2461
"ENSMUSG00000024274",288
"ENSMUSG00000024276",11717
"ENSMUSG00000024277",44055
"ENSMUSG00000024283",15064
"ENSMUSG00000024286",13694
"ENSMUSG00000024287",15971
"ENSMUSG00000024290",18791
"ENSMUSG00000024292",0
"ENSMUSG00000024293",4958
"ENSMUSG00000024294",28644
"ENSMUSG00000024295",62
"ENSMUSG00000024298",20953
"ENSMUSG00000024299",3649
"ENSMUSG00000024300",15931
"ENSMUSG00000024301",1373
"ENSMUSG00000024302",2
"ENSMUSG00000024304",2
"ENSMUSG00000024306",1
"ENSMUSG00000024308",20681
"ENSMUSG00000024309",10858
"ENSMUSG00000024312",11567
"ENSMUSG00000024313",0
"ENSMUSG00000024317",7325
"ENSMUSG00000024319",13601
"ENSMUSG00000024325",1795
"ENSMUSG00000024327",1279
"ENSMUSG00000024330",1765
"ENSMUSG00000024331",0
"ENSMUSG00000024334",2478
"ENSMUSG00000024335",33181
"ENSMUSG00000024338",87429
"ENSMUSG00000024339",21170
"ENSMUSG00000024340",236
"ENSMUSG00000024346",7651
"ENSMUSG00000024347",11
"ENSMUSG00000024349",16951
"ENSMUSG00000024350",4154
"ENSMUSG00000024352",3704
"ENSMUSG00000024353",2501
"ENSMUSG00000024354",538
"ENSMUSG00000024357",5064
"ENSMUSG00000024359",81511
"ENSMUSG00000024360",36659
"ENSMUSG00000024365",0
"ENSMUSG00000024366",0
"ENSMUSG00000024369",12919
"ENSMUSG00000024370",23588
"ENSMUSG00000024371",138
"ENSMUSG00000024376",187
"ENSMUSG00000024378",11191
"ENSMUSG00000024379",0
"ENSMUSG00000024381",13719
"ENSMUSG00000024382",6885
"ENSMUSG00000024383",4975
"ENSMUSG00000024384",14474
"ENSMUSG00000024386",0
"ENSMUSG00000024387",18434
"ENSMUSG00000024388",0
"ENSMUSG00000024391",30
"ENSMUSG00000024392",26961
"ENSMUSG00000024393",43748
"ENSMUSG00000024395",2
"ENSMUSG00000024397",5
"ENSMUSG00000024399",6
"ENSMUSG00000024400",22942
"ENSMUSG00000024401",869
"ENSMUSG00000024402",7
"ENSMUSG00000024403",1806
"ENSMUSG00000024404",13121
"ENSMUSG00000024406",0
"ENSMUSG00000024409",1
"ENSMUSG00000024410",6572
"ENSMUSG00000024411",17
"ENSMUSG00000024413",3709
"ENSMUSG00000024414",4597
"ENSMUSG00000024420",0
"ENSMUSG00000024421",2
"ENSMUSG00000024422",9484
"ENSMUSG00000024423",17417
"ENSMUSG00000024424",4442
"ENSMUSG00000024425",11693
"ENSMUSG00000024426",3052
"ENSMUSG00000024427",2540
"ENSMUSG00000024429",7456
"ENSMUSG00000024430",262
"ENSMUSG00000024431",30501
"ENSMUSG00000024436",5534
"ENSMUSG00000024437",90
"ENSMUSG00000024440",6
"ENSMUSG00000024442",6372
"ENSMUSG00000024446",3188
"ENSMUSG00000024448",0
"ENSMUSG00000024451",126
"ENSMUSG00000024454",14399
"ENSMUSG00000024456",21006
"ENSMUSG00000024457",3749
"ENSMUSG00000024459",8
"ENSMUSG00000024462",1363
"ENSMUSG00000024471",0
"ENSMUSG00000024472",11928
"ENSMUSG00000024474",30177
"ENSMUSG00000024477",7678
"ENSMUSG00000024479",0
"ENSMUSG00000024480",18992
"ENSMUSG00000024481",277
"ENSMUSG00000024483",31182
"ENSMUSG00000024485",5
"ENSMUSG00000024486",284
"ENSMUSG00000024487",8512
"ENSMUSG00000024491",14280
"ENSMUSG00000024493",28553
"ENSMUSG00000024497",3
"ENSMUSG00000024498",39843
"ENSMUSG00000024500",0
"ENSMUSG00000024501",0
"ENSMUSG00000024502",1
"ENSMUSG00000024503",1
"ENSMUSG00000024505",1050
"ENSMUSG00000024507",11108
"ENSMUSG00000024510",0
"ENSMUSG00000024511",1
"ENSMUSG00000024512",0
"ENSMUSG00000024513",8187
"ENSMUSG00000024515",10041
"ENSMUSG00000024516",39350
"ENSMUSG00000024517",0
"ENSMUSG00000024518",0
"ENSMUSG00000024519",0
"ENSMUSG00000024521",7131
"ENSMUSG00000024524",2043
"ENSMUSG00000024525",17328
"ENSMUSG00000024526",0
"ENSMUSG00000024527",10237
"ENSMUSG00000024528",5092
"ENSMUSG00000024529",1
"ENSMUSG00000024530",78
"ENSMUSG00000024532",0
"ENSMUSG00000024533",2152
"ENSMUSG00000024534",0
"ENSMUSG00000024535",1005
"ENSMUSG00000024537",14354
"ENSMUSG00000024538",302
"ENSMUSG00000024539",10069
"ENSMUSG00000024542",33509
"ENSMUSG00000024544",2407
"ENSMUSG00000024546",0
"ENSMUSG00000024548",1
"ENSMUSG00000024552",0
"ENSMUSG00000024553",0
"ENSMUSG00000024556",21865
"ENSMUSG00000024558",65
"ENSMUSG00000024560",7185
"ENSMUSG00000024561",15011
"ENSMUSG00000024563",11664
"ENSMUSG00000024565",60
"ENSMUSG00000024566",11986
"ENSMUSG00000024570",12577
"ENSMUSG00000024571",37696
"ENSMUSG00000024575",91
"ENSMUSG00000024576",61057
"ENSMUSG00000024578",0
"ENSMUSG00000024579",8277
"ENSMUSG00000024580",6327
"ENSMUSG00000024581",4007
"ENSMUSG00000024583",31721
"ENSMUSG00000024587",39593
"ENSMUSG00000024588",5086
"ENSMUSG00000024589",4650
"ENSMUSG00000024590",11693
"ENSMUSG00000024592",1655
"ENSMUSG00000024593",26
"ENSMUSG00000024594",8972
"ENSMUSG00000024597",542
"ENSMUSG00000024598",8
"ENSMUSG00000024600",1
"ENSMUSG00000024601",21501
"ENSMUSG00000024603",16031
"ENSMUSG00000024604",11757
"ENSMUSG00000024608",128081
"ENSMUSG00000024610",36
"ENSMUSG00000024613",18964
"ENSMUSG00000024614",12045
"ENSMUSG00000024617",77
"ENSMUSG00000024619",0
"ENSMUSG00000024620",192
"ENSMUSG00000024621",229
"ENSMUSG00000024622",7051
"ENSMUSG00000024639",6594
"ENSMUSG00000024640",172139
"ENSMUSG00000024642",18784
"ENSMUSG00000024644",12457
"ENSMUSG00000024645",8792
"ENSMUSG00000024646",14090
"ENSMUSG00000024647",0
"ENSMUSG00000024650",0
"ENSMUSG00000024653",2
"ENSMUSG00000024654",15337
"ENSMUSG00000024658",34
"ENSMUSG00000024659",19700
"ENSMUSG00000024660",23204
"ENSMUSG00000024661",192223
"ENSMUSG00000024663",172
"ENSMUSG00000024664",620
"ENSMUSG00000024665",2947
"ENSMUSG00000024666",8199
"ENSMUSG00000024667",4440
"ENSMUSG00000024668",10031
"ENSMUSG00000024669",121
"ENSMUSG00000024670",1
"ENSMUSG00000024672",8
"ENSMUSG00000024673",4
"ENSMUSG00000024675",93
"ENSMUSG00000024677",1927
"ENSMUSG00000024678",304
"ENSMUSG00000024679",108
"ENSMUSG00000024680",107
"ENSMUSG00000024681",23935
"ENSMUSG00000024682",2
"ENSMUSG00000024683",10384
"ENSMUSG00000024687",16714
"ENSMUSG00000024691",39054
"ENSMUSG00000024694",0
"ENSMUSG00000024695",17927
"ENSMUSG00000024696",3315
"ENSMUSG00000024697",227
"ENSMUSG00000024712",7646
"ENSMUSG00000024713",0
"ENSMUSG00000024725",17897
"ENSMUSG00000024726",853
"ENSMUSG00000024727",4
"ENSMUSG00000024728",0
"ENSMUSG00000024729",1
"ENSMUSG00000024730",2
"ENSMUSG00000024731",0
"ENSMUSG00000024732",8658
"ENSMUSG00000024734",1
"ENSMUSG00000024735",16250
"ENSMUSG00000024736",976
"ENSMUSG00000024737",62
"ENSMUSG00000024738",0
"ENSMUSG00000024740",68396
"ENSMUSG00000024742",1252
"ENSMUSG00000024743",12
"ENSMUSG00000024747",3
"ENSMUSG00000024749",22
"ENSMUSG00000024750",11779
"ENSMUSG00000024754",3271
"ENSMUSG00000024757",0
"ENSMUSG00000024758",39027
"ENSMUSG00000024759",24932
"ENSMUSG00000024761",15
"ENSMUSG00000024764",15136
"ENSMUSG00000024766",873
"ENSMUSG00000024767",16827
"ENSMUSG00000024768",0
"ENSMUSG00000024769",1081
"ENSMUSG00000024770",0
"ENSMUSG00000024771",0
"ENSMUSG00000024772",8185
"ENSMUSG00000024773",10581
"ENSMUSG00000024774",0
"ENSMUSG00000024776",2374
"ENSMUSG00000024777",1013
"ENSMUSG00000024778",28
"ENSMUSG00000024780",13861
"ENSMUSG00000024781",7621
"ENSMUSG00000024782",10695
"ENSMUSG00000024784",143
"ENSMUSG00000024785",12319
"ENSMUSG00000024786",9
"ENSMUSG00000024787",3178
"ENSMUSG00000024789",4255
"ENSMUSG00000024790",5257
"ENSMUSG00000024791",13653
"ENSMUSG00000024792",4756
"ENSMUSG00000024793",90
"ENSMUSG00000024795",26110
"ENSMUSG00000024797",1260
"ENSMUSG00000024798",0
"ENSMUSG00000024799",3249
"ENSMUSG00000024800",8651
"ENSMUSG00000024803",2
"ENSMUSG00000024805",21370
"ENSMUSG00000024806",3
"ENSMUSG00000024807",13936
"ENSMUSG00000024810",134
"ENSMUSG00000024811",25881
"ENSMUSG00000024812",4762
"ENSMUSG00000024815",0
"ENSMUSG00000024816",11971
"ENSMUSG00000024817",16692
"ENSMUSG00000024818",6593
"ENSMUSG00000024824",7343
"ENSMUSG00000024826",17619
"ENSMUSG00000024827",56
"ENSMUSG00000024829",10149
"ENSMUSG00000024830",4891
"ENSMUSG00000024831",4544
"ENSMUSG00000024833",17634
"ENSMUSG00000024835",32489
"ENSMUSG00000024837",1
"ENSMUSG00000024841",31685
"ENSMUSG00000024842",13
"ENSMUSG00000024843",10017
"ENSMUSG00000024844",57302
"ENSMUSG00000024845",12622
"ENSMUSG00000024846",14
"ENSMUSG00000024847",16890
"ENSMUSG00000024851",13706
"ENSMUSG00000024853",46294
"ENSMUSG00000024854",6429
"ENSMUSG00000024855",7808
"ENSMUSG00000024856",19574
"ENSMUSG00000024857",0
"ENSMUSG00000024858",41309
"ENSMUSG00000024862",781
"ENSMUSG00000024863",0
"ENSMUSG00000024866",218
"ENSMUSG00000024867",1006
"ENSMUSG00000024868",264
"ENSMUSG00000024869",183
"ENSMUSG00000024870",24810
"ENSMUSG00000024871",234
"ENSMUSG00000024873",53
"ENSMUSG00000024875",8466
"ENSMUSG00000024878",2138
"ENSMUSG00000024883",199
"ENSMUSG00000024885",475
"ENSMUSG00000024887",763
"ENSMUSG00000024889",7211
"ENSMUSG00000024891",1602
"ENSMUSG00000024892",647
"ENSMUSG00000024896",8871
"ENSMUSG00000024897",15
"ENSMUSG00000024899",5513
"ENSMUSG00000024900",16893
"ENSMUSG00000024901",129
"ENSMUSG00000024902",8683
"ENSMUSG00000024903",1
"ENSMUSG00000024905",379
"ENSMUSG00000024906",4770
"ENSMUSG00000024907",44
"ENSMUSG00000024908",35380
"ENSMUSG00000024909",324
"ENSMUSG00000024910",210
"ENSMUSG00000024911",8553
"ENSMUSG00000024912",392
"ENSMUSG00000024913",29980
"ENSMUSG00000024914",9221
"ENSMUSG00000024921",4585
"ENSMUSG00000024922",36
"ENSMUSG00000024924",2
"ENSMUSG00000024925",13489
"ENSMUSG00000024926",5031
"ENSMUSG00000024927",11992
"ENSMUSG00000024935",0
"ENSMUSG00000024936",208
"ENSMUSG00000024937",11060
"ENSMUSG00000024939",1
"ENSMUSG00000024940",6307
"ENSMUSG00000024941",11499
"ENSMUSG00000024942",5421
"ENSMUSG00000024943",13871
"ENSMUSG00000024944",10669
"ENSMUSG00000024947",10596
"ENSMUSG00000024948",12493
"ENSMUSG00000024949",53710
"ENSMUSG00000024952",4710
"ENSMUSG00000024953",19436
"ENSMUSG00000024955",1449
"ENSMUSG00000024957",22
"ENSMUSG00000024958",1993
"ENSMUSG00000024959",5165
"ENSMUSG00000024960",6215
"ENSMUSG00000024962",7537
"ENSMUSG00000024963",2043
"ENSMUSG00000024965",65544
"ENSMUSG00000024966",51756
"ENSMUSG00000024968",1660
"ENSMUSG00000024969",11772
"ENSMUSG00000024970",1221
"ENSMUSG00000024972",1
"ENSMUSG00000024973",1
"ENSMUSG00000024974",39095
"ENSMUSG00000024975",13057
"ENSMUSG00000024976",6152
"ENSMUSG00000024978",2345
"ENSMUSG00000024979",0
"ENSMUSG00000024981",53663
"ENSMUSG00000024982",12323
"ENSMUSG00000024983",9078
"ENSMUSG00000024985",5123
"ENSMUSG00000024986",14106
"ENSMUSG00000024987",2
"ENSMUSG00000024989",11548
"ENSMUSG00000024990",34
"ENSMUSG00000024991",108150
"ENSMUSG00000024992",20
"ENSMUSG00000024993",3346
"ENSMUSG00000024997",21686
"ENSMUSG00000024998",10
"ENSMUSG00000024999",6330
"ENSMUSG00000025001",21750
"ENSMUSG00000025002",8
"ENSMUSG00000025003",0
"ENSMUSG00000025004",0
"ENSMUSG00000025006",634
"ENSMUSG00000025007",9850
"ENSMUSG00000025008",2165
"ENSMUSG00000025010",2374
"ENSMUSG00000025013",1
"ENSMUSG00000025014",36533
"ENSMUSG00000025016",51407
"ENSMUSG00000025017",12338
"ENSMUSG00000025019",6448
"ENSMUSG00000025020",28
"ENSMUSG00000025024",6808
"ENSMUSG00000025025",6866
"ENSMUSG00000025026",8377
"ENSMUSG00000025027",13890
"ENSMUSG00000025034",9345
"ENSMUSG00000025035",999
"ENSMUSG00000025036",2846
"ENSMUSG00000025037",1
"ENSMUSG00000025038",10
"ENSMUSG00000025040",6056
"ENSMUSG00000025041",19120
"ENSMUSG00000025043",0
"ENSMUSG00000025044",29
"ENSMUSG00000025047",11263
"ENSMUSG00000025049",2617
"ENSMUSG00000025050",4635
"ENSMUSG00000025051",0
"ENSMUSG00000025056",1
"ENSMUSG00000025058",5822
"ENSMUSG00000025059",10650
"ENSMUSG00000025060",40509
"ENSMUSG00000025064",313
"ENSMUSG00000025066",23760
"ENSMUSG00000025068",38121
"ENSMUSG00000025069",122
"ENSMUSG00000025075",1
"ENSMUSG00000025076",10799
"ENSMUSG00000025077",3062
"ENSMUSG00000025078",8818
"ENSMUSG00000025081",0
"ENSMUSG00000025082",1
"ENSMUSG00000025083",1
"ENSMUSG00000025085",20505
"ENSMUSG00000025086",5712
"ENSMUSG00000025089",36510
"ENSMUSG00000025090",30
"ENSMUSG00000025091",0
"ENSMUSG00000025092",78
"ENSMUSG00000025094",3909
"ENSMUSG00000025102",3409
"ENSMUSG00000025103",6073
"ENSMUSG00000025104",2831
"ENSMUSG00000025105",2
"ENSMUSG00000025127",14
"ENSMUSG00000025128",0
"ENSMUSG00000025129",14
"ENSMUSG00000025130",167372
"ENSMUSG00000025132",65295
"ENSMUSG00000025133",13557
"ENSMUSG00000025134",41418
"ENSMUSG00000025135",9429
"ENSMUSG00000025137",21302
"ENSMUSG00000025138",12863
"ENSMUSG00000025139",8091
"ENSMUSG00000025140",3407
"ENSMUSG00000025141",104
"ENSMUSG00000025142",10585
"ENSMUSG00000025144",9005
"ENSMUSG00000025145",7006
"ENSMUSG00000025147",11931
"ENSMUSG00000025150",55
"ENSMUSG00000025151",1
"ENSMUSG00000025153",126439
"ENSMUSG00000025154",9121
"ENSMUSG00000025155",14309
"ENSMUSG00000025156",4877
"ENSMUSG00000025157",6453
"ENSMUSG00000025158",2281
"ENSMUSG00000025159",17224
"ENSMUSG00000025161",3326
"ENSMUSG00000025162",15056
"ENSMUSG00000025163",0
"ENSMUSG00000025165",0
"ENSMUSG00000025169",3339
"ENSMUSG00000025170",9
"ENSMUSG00000025171",4697
"ENSMUSG00000025172",6
"ENSMUSG00000025173",12734
"ENSMUSG00000025175",3
"ENSMUSG00000025176",105
"ENSMUSG00000025178",7764
"ENSMUSG00000025184",5629
"ENSMUSG00000025185",195
"ENSMUSG00000025188",11476
"ENSMUSG00000025189",11
"ENSMUSG00000025190",5382
"ENSMUSG00000025192",4023
"ENSMUSG00000025193",3196
"ENSMUSG00000025194",736
"ENSMUSG00000025195",2460
"ENSMUSG00000025196",67
"ENSMUSG00000025197",0
"ENSMUSG00000025198",9043
"ENSMUSG00000025199",8470
"ENSMUSG00000025200",8972
"ENSMUSG00000025201",84
"ENSMUSG00000025202",11
"ENSMUSG00000025203",103036
"ENSMUSG00000025204",27106
"ENSMUSG00000025207",38
"ENSMUSG00000025208",14591
"ENSMUSG00000025209",4526
"ENSMUSG00000025212",5020
"ENSMUSG00000025213",70
"ENSMUSG00000025215",0
"ENSMUSG00000025216",0
"ENSMUSG00000025217",7121
"ENSMUSG00000025218",5057
"ENSMUSG00000025219",2
"ENSMUSG00000025220",12607
"ENSMUSG00000025221",2
"ENSMUSG00000025223",18089
"ENSMUSG00000025224",24365
"ENSMUSG00000025225",2588
"ENSMUSG00000025226",1209
"ENSMUSG00000025227",5897
"ENSMUSG00000025228",16111
"ENSMUSG00000025229",0
"ENSMUSG00000025231",6226
"ENSMUSG00000025232",39961
"ENSMUSG00000025234",16509
"ENSMUSG00000025235",2003
"ENSMUSG00000025236",11725
"ENSMUSG00000025237",5684
"ENSMUSG00000025239",11345
"ENSMUSG00000025240",6693
"ENSMUSG00000025241",6847
"ENSMUSG00000025243",489
"ENSMUSG00000025245",3321
"ENSMUSG00000025246",23617
"ENSMUSG00000025255",5
"ENSMUSG00000025257",1323
"ENSMUSG00000025260",25274
"ENSMUSG00000025261",116097
"ENSMUSG00000025262",2688
"ENSMUSG00000025264",6844
"ENSMUSG00000025265",373
"ENSMUSG00000025266",14523
"ENSMUSG00000025268",1399
"ENSMUSG00000025269",6852
"ENSMUSG00000025270",777
"ENSMUSG00000025271",1145
"ENSMUSG00000025272",60
"ENSMUSG00000025277",2873
"ENSMUSG00000025278",66949
"ENSMUSG00000025279",19
"ENSMUSG00000025280",7969
"ENSMUSG00000025283",3460
"ENSMUSG00000025287",5335
"ENSMUSG00000025288",0
"ENSMUSG00000025289",27019
"ENSMUSG00000025290",42042
"ENSMUSG00000025314",2064
"ENSMUSG00000025316",5697
"ENSMUSG00000025317",22
"ENSMUSG00000025318",243
"ENSMUSG00000025321",0
"ENSMUSG00000025323",1996
"ENSMUSG00000025324",20941
"ENSMUSG00000025326",19025
"ENSMUSG00000025328",2
"ENSMUSG00000025329",1
"ENSMUSG00000025330",37
"ENSMUSG00000025332",40679
"ENSMUSG00000025333",1
"ENSMUSG00000025337",10818
"ENSMUSG00000025340",2651
"ENSMUSG00000025347",0
"ENSMUSG00000025348",2
"ENSMUSG00000025350",606
"ENSMUSG00000025351",26941
"ENSMUSG00000025352",1967
"ENSMUSG00000025353",4870
"ENSMUSG00000025354",6292
"ENSMUSG00000025355",1338
"ENSMUSG00000025357",3342
"ENSMUSG00000025358",18609
"ENSMUSG00000025359",371
"ENSMUSG00000025362",28492
"ENSMUSG00000025364",82406
"ENSMUSG00000025366",29938
"ENSMUSG00000025369",22719
"ENSMUSG00000025370",0
"ENSMUSG00000025371",9494
"ENSMUSG00000025372",2958
"ENSMUSG00000025373",8990
"ENSMUSG00000025374",4674
"ENSMUSG00000025375",2195
"ENSMUSG00000025377",2901
"ENSMUSG00000025380",52
"ENSMUSG00000025381",21351
"ENSMUSG00000025383",27
"ENSMUSG00000025384",4830
"ENSMUSG00000025386",14
"ENSMUSG00000025389",7
"ENSMUSG00000025393",343881
"ENSMUSG00000025395",15928
"ENSMUSG00000025396",0
"ENSMUSG00000025400",0
"ENSMUSG00000025401",37
"ENSMUSG00000025402",1576
"ENSMUSG00000025403",50305
"ENSMUSG00000025404",11295
"ENSMUSG00000025405",2
"ENSMUSG00000025407",15
"ENSMUSG00000025408",1386
"ENSMUSG00000025409",5830
"ENSMUSG00000025410",23551
"ENSMUSG00000025413",11572
"ENSMUSG00000025417",4114
"ENSMUSG00000025418",0
"ENSMUSG00000025420",805
"ENSMUSG00000025421",13637
"ENSMUSG00000025422",5756
"ENSMUSG00000025423",11574
"ENSMUSG00000025425",0
"ENSMUSG00000025427",18
"ENSMUSG00000025428",222992
"ENSMUSG00000025429",276
"ENSMUSG00000025431",4
"ENSMUSG00000025432",12
"ENSMUSG00000025433",16
"ENSMUSG00000025436",5179
"ENSMUSG00000025437",6615
"ENSMUSG00000025439",27046
"ENSMUSG00000025450",386
"ENSMUSG00000025451",7081
"ENSMUSG00000025453",1559
